"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.user_question_body","Answer.WritingTexts","Approve","Reject"
"366FYU4PTGF2ZMCVNYUAIVR7JZGKEM","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","31QNSG6A5SJZHQTEH3O3A0LJTHK78F","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:30:08 PDT 2016","Wed Apr 27 04:30:34 PDT 2016","Wed Apr 27 12:30:34 PDT 2016","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","Following the bash commands given on the hw page leaves us with a file of the form, 
1, articleurl
is this the format needed? There are no articles that were labeled as not gun related by our classifier in our sample.txt. Also do we need to have all of the articles we found classified on mturk or only 500?","Taking after the bash summons given on the hw page abandons us with a document of the structure, 1, articleurl is it true that this is the organization required? There are no articles that were marked as not firearm related by our classifier in our sample.txt. Likewise do we need the greater part of the articles we discovered ordered on mturk or just 500?"
"36JW4WBR06A33ABJCOBJNLWF3JRFHV","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","3V0Z7YWSIZQQ61SLJKII6NOJTZZV2S","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:35:58 PDT 2016","Wed Apr 27 04:36:38 PDT 2016","Wed Apr 27 12:36:38 PDT 2016","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","<p>I'm running the get_clean_text function and it has almost taken me 2 hours at this point (on my local computer, not biglab). Is it stuck somewhere? Not sure what to think. I feel as if the character decoding shouldn't be causing this.  <img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/ids2xp8h6vn62d/ikjdw92f8b8r/Screen_Shot_20160212_at_2.37.58_AM.png"" /></p>","I'm running the get_clean_text capacity and it has verging on taken me 2 hours as of right now (on my nearby PC, not biglab). Is it stuck some place? Not certain what to think. I feel as though the character unraveling shouldn't be bringing about this."
"3FO95NVK5CQPW9U8EDNC8OH0FIIRSM","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","3RYC5T2D74JU51CACYOK1379J3EPRG","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:31:23 PDT 2016","Wed Apr 27 04:32:48 PDT 2016","Wed Apr 27 12:32:48 PDT 2016","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","<p>The questionnaire says to "";Find an example of an article that the classifier wrongly classifies as gun violence, but which is actually not gun violence (a "";false positive"";),""; and it looks like there's a function stub, <tt>get_misclassified_examples</tt>, that we're supposed to fill out to do this. However, I'm having trouble figuring out how exactly we can get the misclassified examples using just the LogisticRegression object    we can test the overall accuracy using the <tt>score()</tt> function, but I don't see any functions that would tell us whether or not something is right for a specific example. Are we supposed to use the  LogisticRegression functions to do this question?</p>","The survey says to "";Find a case of an article that the classifier wrongly orders as weapon viciousness, yet which is really not firearm brutality (a "";false positive"";),""; and it would appear that there's a capacity stub, get_misclassified_examples, that should round out. Notwithstanding, I'm experiencing difficulty making sense of how precisely we can get the misclassified cases utilizing only the LogisticRegression object we can test the general exactness utilizing the score() capacity, yet I don't see any capacities that would let us know regardless of whether something is a good fit for a particular illustration. Is it accurate to say that we should utilize the LogisticRegression capacities to do this inquiry?"
"3BAWBGQGYLPV6IRXZUUBEUA7DAJV7X","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","3RWE2M8QWI062MGY26SDDI1RAYDN0J","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:25:05 PDT 2016","Wed Apr 27 04:25:33 PDT 2016","Wed Apr 27 12:25:33 PDT 2016","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","File "";predict_unlabelled.py"";, line 71, in 
    clf = train_classifier(X,y) 
  File "";predict_unlabelled.py"";, line 45, in train_classifier
    clf.fit(X,y)
  File "";/usr/lib64/python2.7/site-packages/sklearn/svm/base.py"";, line 687, in fit
    (X.shape[0], y_ind.shape[0]))
ValueError: X and y have incompatible shapes.
X has 1 samples, but y has 71667.","Document "";predict_unlabelled.py"";, line 71, in clf = train_classifier(X,y) File "";predict_unlabelled.py"";, line 45, in train_classifier clf.fit(X,y) File "";/usr/lib64/python2.7/site-bundles/sklearn/svm/base.py"";, line 687, in fit (X.shape[0], y_ind.shape[0])) ValueError: X and y have contradictory shapes. X has 1 tests, yet y has 71667."
"33Q5P9PUSPCIRJR3R8RPFMFH2WFZCT","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","3Z7EFSHGNA4V88PIGS866LUQL1KXC6","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:30:35 PDT 2016","Wed Apr 27 04:30:56 PDT 2016","Wed Apr 27 12:30:56 PDT 2016","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","<p>-3 A blank text file was submitted in lieu of code or diagrams. -0.5 features and dimensions of X not listed or incorrect. Most of questionnaire is blank. -1</p>
<p></p>
<p>I understand the last two deductions, but I am having trouble understanding where the -3 points came from.</p>
<p></p>
<ul><li>1 points - Create a rule based classifier</li><li>1 points - Create a decision tree and a decision tree diagram</li><li>1 points - Implement a statistical unigram model</li></ul>
<p></p>
<p>The rule based classifier is in the code under than method.</p>
<p>The decision tree and diagram is submitted as decision-tree.png and rule-based-tree.png</p>
<p>The unigram is implemented in get_features()</p>","- 3 A clear content record was submitted in lieu of code or outlines. - 0.5 components and measurements of X not recorded or erroneous. A large portion of poll is clear. - 1 

I comprehend the last two derivations, yet I am experiencing difficulty understanding where the - 3 focuses originated from. 

1 focuses - Create a standard based classifier 

1 focuses - Create a choice tree and a choice tree chart 

1 focuses - Implement a factual unigram model 

The tenet based classifier is in the code under than technique. 

The choice tree and graph is submitted as choice tree.png and guideline based-tree.png 

The unigram is actualized in get_features()"
"38O9DZ0A62D35RFQSA586BD0L1626X","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:25 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:25 PDT 2016","","","3MHW492WW13GD5WET212LW2HZ4GMVA","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:23:57 PDT 2016","Wed Apr 27 04:25:05 PDT 2016","Wed Apr 27 12:25:05 PDT 2016","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","<p>The example of the HIT posted on the assignment shows not just the URL and text, but also the date published and  title of the article. But the instructions of the assignment say to use the URL and text file we made as the data for this HIT (which does not contain published date or title). Thus, do we not need to copy the demo exactly and  ignore the extraction of the date and title? I am assuming  that those details are not even needed until the 2nd HIT we design.</p>","The case of the HIT posted on the task demonstrates the URL and content, as well as the date distributed and title of the article. However, the directions of the task say to utilize the URL and content document we made as the information for this HIT (which does not contain distributed date or title). In this manner, do we not have to duplicate the demo precisely and overlook the extraction of the date and title? I am expecting that those subtle elements are not in any case required until the second HIT we plan."
"3O2Y2UIUCQKU50CRI9EG0DC7V0VKF4","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:26 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:26 PDT 2016","","","39L1G8WVWRHZ5786G6CYI9MVA9T31N","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:30:57 PDT 2016","Wed Apr 27 04:31:22 PDT 2016","Wed Apr 27 12:31:22 PDT 2016","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","
Piazza is a Q&A platform designed to get you great answers from classmates and instructors fast. We've put together this list of tips you might find handy as you get started:

1.  <b>Ask questions!</b>

The best way to get answers is to ask questions! Ask questions on Piazza rather than emailing your teaching staff so everyone can benefit from the response (and so you can get answers from classmates who are up as late as you are).

2.  <b>Edit questions and answers wiki-style.</b>

Think of Piazza as a Q&A wiki for your class. Every question has just a single <b>students' answer</b> that students can edit collectively (and a single <b>instructors   answer</b> for instructors).

3.  <b>Add a followup to comment or ask further questions.</b>

To comment on or ask further questions about a post, start a <b>followup discussion</b>. Mark it resolved when the issue has been addressed, and add any relevant information back into the Q&A above.

4.  <b>Go anonymous.</b>

Shy? No problem. You can always opt to post or edit anonymously.

5.  <b>Tag your posts.</b>

It's far more convenient to find all posts about your Homework 3 or Midterm 1 when the posts are tagged. Type a before a key word to tag. Click a blue tag in a post or the question feed to filter for all posts that share that tag.

6.  <b>Format code and equations.</b>

Adding a code snippet? Click the <b>pre</b> or <b>tt</b> button in the question editor to add pre-formatted or inline teletype text. 
Mathematical equation? Click the <b>Fx</b> button to access the LaTeX editor to build a nicely formatted equation.

7.  <b>View and download class details and resources.</b>

Click the <b>Course Page</b> button in your top bar to access the class syllabus, staff contact information, office hours details, and course resources  all in one place!


Contact the Piazza Team anytime with questions or comments at <b>team@piazza.com</b>. We love feedback!","Piazza is a Q&A stage intended to get you incredible answers from colleagues and educators quick. We've assembled this rundown of tips you may discover helpful as you begin: 1. Make inquiries! The most ideal approach to get answers is to make inquiries! Make inquiries on Piazza instead of messaging your showing staff so everybody can profit by the reaction (thus you can get answers from schoolmates who are up as late as you seem to be). 2. Alter inquiries and answers wiki-style. Consider Piazza a Q&A wiki for your class. Each inquiry has only a solitary understudies' answer that understudies can alter all things considered (and a solitary educators answer for teachers). 3. Add a followup to remark or ask further inquiries. To remark on or get some information about a post, begin a followup exchange. Mark it determined when the issue has been tended to, and include any significant data once again into the Q&A above. 4. Go unknown. Modest? Forget about it. You can simply select to post or alter secretly. 5. Tag your posts. It's significantly more helpful to discover all posts about your Homework 3 or Midterm 1 when the posts are labeled. Sort a preceding a watchword to tag. Click a blue tag in a post or the inquiry food to channel for all posts that share that tag. 6. Position code and comparisons. Including a code scrap? Click the pre or tt catch in the inquiry editorial manager to include pre-arranged or inline print content. Numerical comparison? Click the Fx catch to get to the LaTeX supervisor to fabricate a pleasantly arranged comparison. 7. See and download class points of interest and assets. Click the Course Page catch in your top bar to get to the class syllabus, staff contact data, available time points of interest, and course assets all in one spot! Contact the Piazza Team whenever with inquiries or remarks at team@piazza.com. We adore input!"
"3IZPORCT1FZ060GS3JBD4AAY672HRS","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:26 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:26 PDT 2016","","","324G5B4FB4YHZ1OBMZBOHLF1AJ870S","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:25:35 PDT 2016","Wed Apr 27 04:26:03 PDT 2016","Wed Apr 27 12:26:03 PDT 2016","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","<p></p><div>Please register to be a worker on Amazon Mechanical Turk TODAY at  <a href=""https://www.mturk.com/mturk/welcome"">https://www.mturk.com/mturk/welcome</a>  </div>
<div>You will need an account to for the <a href=""http://crowdsourcing-class.org/assignment1.html"" target=""_blank"">first homework assignment</a>.   We will be doing a walk through on Friday, and it would be great if you have your account activated by then.   Typically it takes Amazon several days to activate workers accounts, so please create yours ASAP.</div>
<div></div>
<div>Note that all foreign students, and some domestic students had problems creating Mechanical Turk accounts last year.   If you have a problem, please try to sign up to be a Crowd Flower worker (also called a "";contributor"";). You can sign up here: <a href=""https://elite.crowdflower.com/?view=register"">https://elite.crowdflower.com/?view=register</a><a href=""https://elite.crowdflower.com/?view=register"" target=""_blank""></a></div>
<div></div>
<div>--CCB</div>","If it's not too much trouble register to be a laborer on Amazon Mechanical Turk TODAY at https://www.mturk.com/mturk/welcome 

You will require a record to for the primary homework task. We will be doing a stroll through on Friday, and you should have your record actuated by then. Commonly it takes Amazon a few days to enact specialists accounts, so please make yours ASAP. 

Note that every single outside understudy, and some household understudies had issues making Mechanical Turk accounts a year ago. On the off chance that you have an issue, please attempt to join to be a Crowd Flower laborer (likewise called a "";contributor"";). You can join here: https://elite.crowdflower.com/?view=register 

- CCB"
"3EPG8DX9LKG3EUGIPP6FAI7T0GMP5Q","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:26 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:26 PDT 2016","","","3FTYUGLFSVBWBHBMAIKMY8LOD2N5D5","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:28:13 PDT 2016","Wed Apr 27 04:29:17 PDT 2016","Wed Apr 27 12:29:17 PDT 2016","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","<p>Hi, so I read though the other piazza post about how the statistical analysis takes a long time, but I am still having some trouble with my code.</p>
<p></p>
<p>I have already tried waiting 10-15 minutes and removing all stopwords, but for some reason the statistical analysis refuses to complete in a reasonable amount of time</p>
<p></p>
<p>Below is my code:</p>
<pre>def isStopWord(word):
	with open('stopwords.txt', 'r') as stopwords:
		for line in stopwords:
			if word in line:
				return True
		return False

def get_features(X) : 
	features = []
	for x in X : 
		f = {}
		#TODO replace this dummy feature function with a unigram model, like we did in class
		for word in x.split():
			if isStopWord(word):
				continue
			if word in f:
				f[word] = f[word] +; 1.0
			else:
				f[word] =  1.0
		features.append(f)
	return features</pre>
<p>Not really sure what to do at this point because of this. Also might this be related to using the VM?</p>","Howdy, so I read however the other piazza post about how the measurable investigation takes quite a while, yet I am as yet experiencing some difficulty with my code. 

I have effectively taken a stab at holding up 10-15 minutes and evacuating all stopwords, however for reasons unknown the factual examination declines to finish in a sensible measure of time 

The following is my code: 

def isStopWord(word): 

with open('stopwords.txt', 'r') as stopwords: 

for line in stopwords: 

on the off chance that word in line: 

return True 

return False 

def get_features(X) : 

highlights = [] 

for x in X : 

f = {} 

#TODO supplant this spurious element capacity with a unigram model, as we did in class 

for word in x.split(): 

on the off chance that isStopWord(word): 

proceed 

on the off chance that word in f: 

f[word] = f[word] +; 1.0 

else: 

f[word] = 1.0 

features.append(f) 

return highlights 

Not so much beyond any doubt what to do as of right now on account of this. Likewise may this be identified with utilizing the VM?"
"36U4VBVNQO35BMMC3IICNPZO0F3RU2","3PDAEG1VSLFZVQWX03BQ44ML5OM5UW","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","Paraphrasing Sentences/Questions","$0.10","Tue Apr 26 18:16:26 PDT 2016","2","BatchId:2372973;","3600","28800","Tue May 03 18:16:26 PDT 2016","","","3WETL7AQWUYYTP9PHTEALZZCMPY355","A292UMB3VGZUS6","Submitted","Wed Apr 27 04:32:57 PDT 2016","Wed Apr 27 04:35:57 PDT 2016","Wed Apr 27 12:35:57 PDT 2016","","","","180","0% (0/0)","0% (0/0)","0% (0/0)","<p></p><p>Here's a cool example of the interaction between crowdsourcing and machine learning, applied to poetry:</p>
<p><a href=""http://motherboard.vice.com/read/how-machines-write-poetry"">http://motherboard.vice.com/read/how-machines-write-poetry</a><a href=""http://motherboard.vice.com/read/how-machines-write-poetry""></a></p>
<p></p>
<p>"";For an objective assessment of her program's work, Harmon recruited subjects from Amazon Mechanical Turk. In a pilot study, people read FIGURE8  s more complex sentences. But the task seemed to wear them out.   It became more of an English assignment, she  says. So for the  <a href=""http://axon.cs.byu.edu/ICCC2015proceedings/4.1Harmon.pdf"">study</a>  she presented at this year  s International Conference on Computational Creativity, Harmon restricted her program to simple sentences that fit certain patterns. It wasn  t FIGURE8  s most thrilling writing, but these shorter phrases would be easier for subjects to compare.</p>
<p></p>
<p>Each person read sets of five FIGURE8 sentences at a time. People ranked the similes for their clarity, as well as how enjoyable they were to read. Harmon then compared those ratings to scores the computer program had given itself for clarity and overall quality. Harmon found that her subjects   ratings were pretty close to how FIGURE8 rated itself. For example, humans and computer agreed that  <em>The queen stands like a strong castle</em>  was a good, clear simile. But they also agreed that  <em>It was her pearl, crumpling like a drowned corpse  </em>didn  t make much sense."";</p>","Here's a cool case of the connection amongst crowdsourcing and machine learning, connected to verse: 

http://motherboard.vice.com/read/how-machines-compose verse 

"";For a target appraisal of her system's work, Harmon enrolled subjects from Amazon Mechanical Turk. In a pilot study, individuals read FIGURE8 s more intricate sentences. In any case, the undertaking appeared to destroy them. It turned out to be a greater amount of an English task, she says. So for the study she exhibited at this year s International Conference on Computational Creativity, Harmon limited her project to straightforward sentences that fit certain examples. It wasn t FIGURE8 s most exciting written work, yet these shorter expressions would be less demanding for subjects to analyze. 

Every individual read sets of five FIGURE8 sentences at once. Individuals positioned the comparisons for their clarity, and also that they were so pleasant to peruse. Harmon then contrasted those evaluations with scores the PC program had given itself for clarity and general quality. Harmon found that her subjects appraisals were quite near how FIGURE8 evaluated itself. For instance, people and PC concurred that The ruler stands like a solid manor was a decent, clear metaphor. Be that as it may, they likewise concurred that It was her pearl, folding like a suffocated carcass didn t bode well."";"
